Namespace(add_comment=True, add_description=True, add_other_comments=False, add_title=True, add_transcription=False, add_video=False, batch_size=8, clip_embeedings_path='data/CLIP_embeddings', debug=False, desc_keyphrase_extract=True, desc_token_count=512, freeze_lf_layers=23, gpu='7', lr=0.0003, max_epochs=30, max_len=512, metadata_path='data/extra_data_trans.csv', model='bert-large-cased', multitask=False, num_workers=0, other_comments_path='data/extra_data_other_comments.csv', other_comments_token_count=300, pad_metadata=True, remove_none=False, test_question_file='data/with_aug_ttv/test.csv', title_token_count=50, train_question_file='data/with_aug_ttv/train.csv', transcript_keyphrase_extract=False, transcript_token_count=300, validation_question_file='data/with_aug_ttv/eval.csv', video_path='data/videos/', work_dir='model_comment/')
wandb: Currently logged in as: shrey2809 (is_project). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.15.4
wandb: Run data is saved locally in /scratch/AzureNfsServer_INPUT1/vc_data/users/gmanish/multiModalHate/IS-Hate-Speech/wandb/run-20230612_181636-kepj2y58
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run worthy-firefly-260
wandb: ⭐️ View project at https://wandb.ai/is_project/vision_models
wandb: 🚀 View run at https://wandb.ai/is_project/vision_models/runs/kepj2y58
number of available devices: 1
obtained dataloaders
Some weights of the model checkpoint at bert-large-cased were not used when initializing BertModel: ['cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.weight', 'cls.seq_relationship.bias', 'cls.seq_relationship.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.predictions.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
loaded models
Train Epoch-0   Iter-0  /706	loss 0.6956 (0.6956)	accu 0.250 (0.250)	
Train Epoch-0   Iter-25 /706	loss 0.7352 (0.7286)	accu 0.625 (0.529)	
Train Epoch-0   Iter-50 /706	loss 0.6775 (0.7169)	accu 0.500 (0.517)	
Train Epoch-0   Iter-75 /706	loss 0.6584 (0.7140)	accu 0.625 (0.526)	
Train Epoch-0   Iter-100/706	loss 0.6294 (0.6999)	accu 0.750 (0.547)	
Train Epoch-0   Iter-125/706	loss 0.5482 (0.6766)	accu 0.750 (0.580)	
Train Epoch-0   Iter-150/706	loss 0.4491 (0.6696)	accu 0.875 (0.601)	
Train Epoch-0   Iter-175/706	loss 1.0386 (0.6536)	accu 0.375 (0.621)	
Train Epoch-0   Iter-200/706	loss 0.8448 (0.6352)	accu 0.625 (0.641)	
Train Epoch-0   Iter-225/706	loss 0.4181 (0.6156)	accu 0.750 (0.655)	
Train Epoch-0   Iter-250/706	loss 0.6744 (0.5945)	accu 0.875 (0.672)	
Train Epoch-0   Iter-275/706	loss 0.3312 (0.5834)	accu 0.875 (0.685)	
Train Epoch-0   Iter-300/706	loss 0.3480 (0.5694)	accu 0.875 (0.696)	
Train Epoch-0   Iter-325/706	loss 0.1790 (0.5521)	accu 1.000 (0.710)	
Train Epoch-0   Iter-350/706	loss 0.3411 (0.5352)	accu 0.875 (0.719)	
Train Epoch-0   Iter-375/706	loss 0.2130 (0.5270)	accu 0.875 (0.727)	
Train Epoch-0   Iter-400/706	loss 0.1854 (0.5162)	accu 1.000 (0.734)	
Train Epoch-0   Iter-425/706	loss 0.1966 (0.5033)	accu 0.875 (0.743)	
Train Epoch-0   Iter-450/706	loss 0.1064 (0.4960)	accu 1.000 (0.750)	
Train Epoch-0   Iter-475/706	loss 0.0599 (0.4849)	accu 1.000 (0.758)	
Train Epoch-0   Iter-500/706	loss 0.4124 (0.4797)	accu 0.750 (0.762)	
Train Epoch-0   Iter-525/706	loss 0.0351 (0.4684)	accu 1.000 (0.769)	
Train Epoch-0   Iter-550/706	loss 0.3035 (0.4595)	accu 0.875 (0.775)	
Train Epoch-0   Iter-575/706	loss 0.2365 (0.4508)	accu 0.875 (0.779)	
Train Epoch-0   Iter-600/706	loss 0.0176 (0.4408)	accu 1.000 (0.785)	
Train Epoch-0   Iter-625/706	loss 0.2908 (0.4367)	accu 0.875 (0.788)	
Train Epoch-0   Iter-650/706	loss 0.2347 (0.4319)	accu 0.875 (0.791)	
Train Epoch-0   Iter-675/706	loss 0.3118 (0.4277)	accu 0.875 (0.795)	
Train Epoch-0   Iter-700/706	loss 0.0366 (0.4218)	accu 1.000 (0.798)	
Eval Epoch-0   Iter-0  /52 	loss 0.5342 (0.5342)	accu 0.875 (0.875)	
Eval Epoch-0   Iter-25 /52 	loss 0.0797 (0.6013)	accu 1.000 (0.774)	
Eval Epoch-0   Iter-50 /52 	loss 0.8755 (0.6428)	accu 0.750 (0.775)	
Epoch-0   Train: loss 0.4210	accu 0.7982	Eval: loss 0.6744	accu 0.7692
Train Epoch-1   Iter-0  /706	loss 0.0356 (0.0356)	accu 1.000 (1.000)	
Train Epoch-1   Iter-25 /706	loss 0.2363 (0.1855)	accu 0.875 (0.923)	
Train Epoch-1   Iter-50 /706	loss 0.0868 (0.1867)	accu 1.000 (0.931)	
Train Epoch-1   Iter-75 /706	loss 0.0211 (0.1899)	accu 1.000 (0.929)	
Train Epoch-1   Iter-100/706	loss 0.1860 (0.1993)	accu 1.000 (0.927)	
Train Epoch-1   Iter-125/706	loss 0.1073 (0.2067)	accu 1.000 (0.924)	
Train Epoch-1   Iter-150/706	loss 0.0229 (0.2142)	accu 1.000 (0.920)	
Train Epoch-1   Iter-175/706	loss 0.3958 (0.2180)	accu 0.875 (0.919)	
Train Epoch-1   Iter-200/706	loss 0.2961 (0.2261)	accu 0.875 (0.916)	
Train Epoch-1   Iter-225/706	loss 0.2743 (0.2249)	accu 0.875 (0.917)	
Train Epoch-1   Iter-250/706	loss 0.0460 (0.2251)	accu 1.000 (0.915)	
Train Epoch-1   Iter-275/706	loss 0.2187 (0.2212)	accu 0.875 (0.916)	
Train Epoch-1   Iter-300/706	loss 0.7200 (0.2255)	accu 0.875 (0.914)	
Train Epoch-1   Iter-325/706	loss 0.0189 (0.2239)	accu 1.000 (0.914)	
Train Epoch-1   Iter-350/706	loss 0.0867 (0.2203)	accu 1.000 (0.915)	
Train Epoch-1   Iter-375/706	loss 0.3202 (0.2258)	accu 0.875 (0.914)	
Train Epoch-1   Iter-400/706	loss 0.0196 (0.2236)	accu 1.000 (0.915)	
Train Epoch-1   Iter-425/706	loss 0.0937 (0.2217)	accu 1.000 (0.917)	
Train Epoch-1   Iter-450/706	loss 0.2092 (0.2200)	accu 0.875 (0.917)	
Train Epoch-1   Iter-475/706	loss 0.0887 (0.2181)	accu 1.000 (0.918)	
Train Epoch-1   Iter-500/706	loss 0.2167 (0.2176)	accu 0.750 (0.918)	
Train Epoch-1   Iter-525/706	loss 0.4875 (0.2161)	accu 0.750 (0.918)	
Train Epoch-1   Iter-550/706	loss 0.1342 (0.2159)	accu 0.875 (0.918)	
Train Epoch-1   Iter-575/706	loss 0.0162 (0.2139)	accu 1.000 (0.918)	
Train Epoch-1   Iter-600/706	loss 0.2470 (0.2137)	accu 0.875 (0.919)	
Train Epoch-1   Iter-625/706	loss 0.0443 (0.2125)	accu 1.000 (0.919)	
Train Epoch-1   Iter-650/706	loss 0.0292 (0.2113)	accu 1.000 (0.918)	
Train Epoch-1   Iter-675/706	loss 0.0313 (0.2113)	accu 1.000 (0.918)	
Train Epoch-1   Iter-700/706	loss 0.0627 (0.2111)	accu 1.000 (0.918)	
Eval Epoch-1   Iter-0  /52 	loss 0.6740 (0.6740)	accu 0.625 (0.625)	
Eval Epoch-1   Iter-25 /52 	loss 0.1177 (0.4335)	accu 0.875 (0.788)	
Eval Epoch-1   Iter-50 /52 	loss 1.2092 (0.5307)	accu 0.500 (0.777)	
Epoch-1   Train: loss 0.2105	accu 0.9182	Eval: loss 0.5508	accu 0.7716
Train Epoch-2   Iter-0  /706	loss 0.2756 (0.2756)	accu 0.875 (0.875)	
Train Epoch-2   Iter-25 /706	loss 0.0067 (0.1238)	accu 1.000 (0.952)	
Train Epoch-2   Iter-50 /706	loss 0.0120 (0.1520)	accu 1.000 (0.941)	
Train Epoch-2   Iter-75 /706	loss 0.6022 (0.1696)	accu 0.750 (0.938)	
Train Epoch-2   Iter-100/706	loss 0.0151 (0.1671)	accu 1.000 (0.937)	
