Namespace(add_comment=True, add_description=True, add_other_comments=True, add_title=True, add_transcription=True, add_video=True, batch_size=8, clip_embeedings_path='data/CLIP_embeddings', debug=False, desc_keyphrase_extract=False, desc_token_count=80, freeze_lf_layers=23, gpu='5', lr=0.0003, max_epochs=30, max_len=512, metadata_path='data/extra_data_trans.csv', model='bert-large-cased', multitask=False, num_workers=0, other_comments_path='data/extra_data_other_comments.csv', other_comments_token_count=512, pad_metadata=True, remove_none=False, test_question_file='data/with_aug_ttv/test.csv', title_token_count=40, train_question_file='data/with_aug_ttv/train.csv', transcript_keyphrase_extract=True, transcript_token_count=200, validation_question_file='data/with_aug_ttv/eval.csv', video_path='data/videos/', work_dir='model_comment/')
wandb: Currently logged in as: shrey2809 (is_project). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.15.4
wandb: Run data is saved locally in /scratch/AzureNfsServer_INPUT1/vc_data/users/gmanish/multiModalHate/IS-Hate-Speech/wandb/run-20230612_181347-fwarondo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run distinctive-wood-259
wandb: ⭐️ View project at https://wandb.ai/is_project/vision_models
wandb: 🚀 View run at https://wandb.ai/is_project/vision_models/runs/fwarondo
number of available devices: 1
obtained dataloaders
Some weights of the model checkpoint at bert-large-cased were not used when initializing BertModel: ['cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
loaded models
Train Epoch-0   Iter-0  /706	loss 0.8129 (0.8129)	accu 0.125 (0.125)	
Train Epoch-0   Iter-25 /706	loss 0.6667 (0.6917)	accu 0.500 (0.543)	
Train Epoch-0   Iter-50 /706	loss 0.3339 (0.6311)	accu 0.875 (0.627)	
Train Epoch-0   Iter-75 /706	loss 0.8198 (0.6167)	accu 0.500 (0.648)	
Train Epoch-0   Iter-100/706	loss 0.5381 (0.5891)	accu 0.750 (0.683)	
Train Epoch-0   Iter-125/706	loss 0.2927 (0.5394)	accu 0.875 (0.719)	
Train Epoch-0   Iter-150/706	loss 0.6789 (0.5041)	accu 0.875 (0.748)	
Train Epoch-0   Iter-175/706	loss 0.1145 (0.4920)	accu 1.000 (0.759)	
Train Epoch-0   Iter-200/706	loss 0.2299 (0.4802)	accu 1.000 (0.767)	
Train Epoch-0   Iter-225/706	loss 0.1538 (0.4637)	accu 0.875 (0.778)	
Train Epoch-0   Iter-250/706	loss 0.0570 (0.4421)	accu 1.000 (0.789)	
Train Epoch-0   Iter-275/706	loss 0.0818 (0.4281)	accu 1.000 (0.798)	
Train Epoch-0   Iter-300/706	loss 0.2557 (0.4129)	accu 0.875 (0.808)	
Train Epoch-0   Iter-325/706	loss 0.2776 (0.4022)	accu 0.875 (0.816)	
Train Epoch-0   Iter-350/706	loss 0.3394 (0.3937)	accu 0.875 (0.823)	
Train Epoch-0   Iter-375/706	loss 0.0253 (0.3787)	accu 1.000 (0.831)	
Train Epoch-0   Iter-400/706	loss 0.1871 (0.3711)	accu 1.000 (0.836)	
Train Epoch-0   Iter-425/706	loss 0.2246 (0.3661)	accu 1.000 (0.840)	
Train Epoch-0   Iter-450/706	loss 0.5441 (0.3623)	accu 0.625 (0.843)	
Train Epoch-0   Iter-475/706	loss 0.2577 (0.3559)	accu 0.875 (0.846)	
Train Epoch-0   Iter-500/706	loss 0.2831 (0.3495)	accu 0.875 (0.849)	
Train Epoch-0   Iter-525/706	loss 0.0889 (0.3419)	accu 1.000 (0.853)	
Train Epoch-0   Iter-550/706	loss 0.0744 (0.3360)	accu 1.000 (0.857)	
Train Epoch-0   Iter-575/706	loss 0.0253 (0.3303)	accu 1.000 (0.859)	
Train Epoch-0   Iter-600/706	loss 0.0336 (0.3247)	accu 1.000 (0.863)	
Train Epoch-0   Iter-625/706	loss 0.0199 (0.3195)	accu 1.000 (0.866)	
Train Epoch-0   Iter-650/706	loss 0.0552 (0.3178)	accu 1.000 (0.867)	
Train Epoch-0   Iter-675/706	loss 0.4093 (0.3115)	accu 0.875 (0.870)	
Train Epoch-0   Iter-700/706	loss 0.3136 (0.3114)	accu 0.875 (0.871)	
Eval Epoch-0   Iter-0  /52 	loss 1.0183 (1.0183)	accu 0.750 (0.750)	
Eval Epoch-0   Iter-25 /52 	loss 0.1297 (0.3453)	accu 1.000 (0.885)	
Eval Epoch-0   Iter-50 /52 	loss 0.9271 (0.6343)	accu 0.625 (0.735)	
Epoch-0   Train: loss 0.3104	accu 0.8720	Eval: loss 0.6462	accu 0.7260
Train Epoch-1   Iter-0  /706	loss 0.0630 (0.0630)	accu 1.000 (1.000)	
Train Epoch-1   Iter-25 /706	loss 0.0943 (0.2183)	accu 1.000 (0.942)	
Train Epoch-1   Iter-50 /706	loss 0.0672 (0.2087)	accu 1.000 (0.936)	
Train Epoch-1   Iter-75 /706	loss 0.1838 (0.2444)	accu 1.000 (0.924)	
Train Epoch-1   Iter-100/706	loss 0.1296 (0.2320)	accu 1.000 (0.927)	
Train Epoch-1   Iter-125/706	loss 0.1663 (0.2415)	accu 0.875 (0.921)	
Train Epoch-1   Iter-150/706	loss 0.2127 (0.2402)	accu 0.875 (0.921)	
Train Epoch-1   Iter-175/706	loss 0.1240 (0.2222)	accu 1.000 (0.928)	
Train Epoch-1   Iter-200/706	loss 0.4752 (0.2237)	accu 0.875 (0.927)	
Train Epoch-1   Iter-225/706	loss 0.1102 (0.2222)	accu 1.000 (0.926)	
Train Epoch-1   Iter-250/706	loss 0.0722 (0.2252)	accu 1.000 (0.925)	
Train Epoch-1   Iter-275/706	loss 0.2808 (0.2305)	accu 0.875 (0.921)	
Train Epoch-1   Iter-300/706	loss 0.2350 (0.2314)	accu 0.875 (0.920)	
Train Epoch-1   Iter-325/706	loss 0.0174 (0.2236)	accu 1.000 (0.922)	
Train Epoch-1   Iter-350/706	loss 0.0103 (0.2121)	accu 1.000 (0.926)	
Train Epoch-1   Iter-375/706	loss 0.1682 (0.2145)	accu 0.875 (0.925)	
Train Epoch-1   Iter-400/706	loss 0.2372 (0.2169)	accu 0.875 (0.923)	
Train Epoch-1   Iter-425/706	loss 0.0847 (0.2138)	accu 1.000 (0.923)	
Train Epoch-1   Iter-450/706	loss 0.2247 (0.2163)	accu 1.000 (0.922)	
Train Epoch-1   Iter-475/706	loss 0.2772 (0.2185)	accu 1.000 (0.921)	
Train Epoch-1   Iter-500/706	loss 0.0204 (0.2171)	accu 1.000 (0.921)	
Train Epoch-1   Iter-525/706	loss 0.0590 (0.2142)	accu 1.000 (0.923)	
Train Epoch-1   Iter-550/706	loss 0.6661 (0.2161)	accu 0.750 (0.922)	
Train Epoch-1   Iter-575/706	loss 0.7111 (0.2143)	accu 0.750 (0.923)	
Train Epoch-1   Iter-600/706	loss 0.0127 (0.2103)	accu 1.000 (0.924)	
Train Epoch-1   Iter-625/706	loss 0.6222 (0.2110)	accu 0.750 (0.924)	
Train Epoch-1   Iter-650/706	loss 0.5432 (0.2090)	accu 0.875 (0.925)	
Train Epoch-1   Iter-675/706	loss 0.0307 (0.2055)	accu 1.000 (0.927)	
Train Epoch-1   Iter-700/706	loss 0.0180 (0.2030)	accu 1.000 (0.928)	
Eval Epoch-1   Iter-0  /52 	loss 2.1787 (2.1787)	accu 0.250 (0.250)	
Eval Epoch-1   Iter-25 /52 	loss 0.1225 (1.3819)	accu 1.000 (0.428)	
Eval Epoch-1   Iter-50 /52 	loss 1.1194 (1.0354)	accu 0.625 (0.593)	
Epoch-1   Train: loss 0.2022	accu 0.9283	Eval: loss 1.0212	accu 0.5962
Train Epoch-2   Iter-0  /706	loss 0.3063 (0.3063)	accu 0.875 (0.875)	
Train Epoch-2   Iter-25 /706	loss 0.0760 (0.1407)	accu 1.000 (0.952)	
Train Epoch-2   Iter-50 /706	loss 0.8411 (0.1547)	accu 0.750 (0.951)	
Train Epoch-2   Iter-75 /706	loss 0.0739 (0.1576)	accu 1.000 (0.952)	
Train Epoch-2   Iter-100/706	loss 0.0283 (0.1663)	accu 1.000 (0.944)	
Train Epoch-2   Iter-125/706	loss 0.0149 (0.1633)	accu 1.000 (0.943)	
Train Epoch-2   Iter-150/706	loss 0.1039 (0.1669)	accu 1.000 (0.943)	
Train Epoch-2   Iter-175/706	loss 0.0314 (0.1643)	accu 1.000 (0.941)	
Train Epoch-2   Iter-200/706	loss 0.0385 (0.1654)	accu 1.000 (0.941)	
Train Epoch-2   Iter-225/706	loss 0.0375 (0.1760)	accu 1.000 (0.935)	
Train Epoch-2   Iter-250/706	loss 0.6847 (0.1762)	accu 0.625 (0.935)	
Train Epoch-2   Iter-275/706	loss 0.6215 (0.1753)	accu 0.875 (0.935)	
Train Epoch-2   Iter-300/706	loss 0.0710 (0.1774)	accu 1.000 (0.934)	
Train Epoch-2   Iter-325/706	loss 0.3315 (0.1747)	accu 0.875 (0.935)	
Train Epoch-2   Iter-350/706	loss 0.1697 (0.1709)	accu 0.875 (0.937)	
Train Epoch-2   Iter-375/706	loss 0.0412 (0.1675)	accu 1.000 (0.939)	
Train Epoch-2   Iter-400/706	loss 0.1629 (0.1712)	accu 0.875 (0.937)	
Train Epoch-2   Iter-425/706	loss 0.2195 (0.1719)	accu 0.875 (0.937)	
Train Epoch-2   Iter-450/706	loss 0.0226 (0.1693)	accu 1.000 (0.938)	
Train Epoch-2   Iter-475/706	loss 0.5168 (0.1682)	accu 0.750 (0.939)	
Train Epoch-2   Iter-500/706	loss 0.1014 (0.1696)	accu 1.000 (0.939)	
Train Epoch-2   Iter-525/706	loss 0.2938 (0.1709)	accu 0.875 (0.939)	
Train Epoch-2   Iter-550/706	loss 0.1776 (0.1685)	accu 0.875 (0.940)	
Train Epoch-2   Iter-575/706	loss 0.3465 (0.1698)	accu 0.875 (0.939)	
Train Epoch-2   Iter-600/706	loss 0.2572 (0.1688)	accu 0.875 (0.939)	
Train Epoch-2   Iter-625/706	loss 0.0032 (0.1659)	accu 1.000 (0.941)	
Train Epoch-2   Iter-650/706	loss 0.8458 (0.1676)	accu 0.750 (0.940)	
Train Epoch-2   Iter-675/706	loss 0.1164 (0.1704)	accu 1.000 (0.939)	
Train Epoch-2   Iter-700/706	loss 0.6827 (0.1684)	accu 0.875 (0.940)	
Eval Epoch-2   Iter-0  /52 	loss 1.4182 (1.4182)	accu 0.500 (0.500)	
Eval Epoch-2   Iter-25 /52 	loss 0.0079 (0.8444)	accu 1.000 (0.644)	
Eval Epoch-2   Iter-50 /52 	loss 3.0374 (1.2174)	accu 0.500 (0.640)	
Epoch-2   Train: loss 0.1686	accu 0.9405	Eval: loss 1.1982	accu 0.6442
Train Epoch-3   Iter-0  /706	loss 0.0144 (0.0144)	accu 1.000 (1.000)	
Train Epoch-3   Iter-25 /706	loss 0.0277 (0.1511)	accu 1.000 (0.938)	
Train Epoch-3   Iter-50 /706	loss 0.1020 (0.1623)	accu 1.000 (0.934)	
Train Epoch-3   Iter-75 /706	loss 0.1094 (0.1542)	accu 0.875 (0.936)	
Train Epoch-3   Iter-100/706	loss 0.3236 (0.1705)	accu 0.875 (0.937)	
Train Epoch-3   Iter-125/706	loss 0.4911 (0.1668)	accu 0.875 (0.937)	
Train Epoch-3   Iter-150/706	loss 0.1173 (0.1599)	accu 1.000 (0.942)	
