Namespace(add_comment=True, add_description=True, add_other_comments=False, add_title=True, add_transcription=True, add_video=False, batch_size=8, clip_embeedings_path='data/CLIP_embeddings', debug=False, desc_keyphrase_extract=True, desc_token_count=100, freeze_lf_layers=23, gpu='0', lr=0.0003, max_epochs=30, max_len=512, metadata_path='data/extra_data_trans.csv', model='bert-large-cased', multitask=False, num_workers=0, other_comments_path='data/extra_data_other_comments.csv', other_comments_token_count=300, pad_metadata=True, remove_none=False, test_question_file='data/with_aug_ttv/test.csv', title_token_count=50, train_question_file='data/with_aug_ttv/train.csv', transcript_keyphrase_extract=True, transcript_token_count=512, validation_question_file='data/with_aug_ttv/eval.csv', video_path='data/videos/', work_dir='model_comment/')
wandb: Currently logged in as: shrey2809 (is_project). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.15.4
wandb: Run data is saved locally in /scratch/AzureNfsServer_INPUT1/vc_data/users/gmanish/multiModalHate/IS-Hate-Speech/wandb/run-20230612_181636-orb4kgew
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run olive-shape-262
wandb: ⭐️ View project at https://wandb.ai/is_project/vision_models
wandb: 🚀 View run at https://wandb.ai/is_project/vision_models/runs/orb4kgew
number of available devices: 1
obtained dataloaders
Some weights of the model checkpoint at bert-large-cased were not used when initializing BertModel: ['cls.predictions.bias', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.weight', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
loaded models
Train Epoch-0   Iter-0  /706	loss 0.8505 (0.8505)	accu 0.375 (0.375)	
Train Epoch-0   Iter-25 /706	loss 0.6585 (0.7044)	accu 0.625 (0.510)	
Train Epoch-0   Iter-50 /706	loss 0.6448 (0.6913)	accu 0.625 (0.534)	
Train Epoch-0   Iter-75 /706	loss 1.0867 (0.6981)	accu 0.125 (0.523)	
Train Epoch-0   Iter-100/706	loss 0.6102 (0.6763)	accu 0.625 (0.558)	
Train Epoch-0   Iter-125/706	loss 0.4754 (0.6372)	accu 0.750 (0.597)	
Train Epoch-0   Iter-150/706	loss 0.2384 (0.6002)	accu 0.875 (0.637)	
Train Epoch-0   Iter-175/706	loss 0.4892 (0.5572)	accu 0.750 (0.670)	
Train Epoch-0   Iter-200/706	loss 0.1381 (0.5305)	accu 1.000 (0.696)	
Train Epoch-0   Iter-225/706	loss 0.3511 (0.5069)	accu 0.875 (0.716)	
Train Epoch-0   Iter-250/706	loss 0.6322 (0.4870)	accu 0.750 (0.731)	
Train Epoch-0   Iter-275/706	loss 0.0387 (0.4630)	accu 1.000 (0.745)	
Train Epoch-0   Iter-300/706	loss 1.0531 (0.4573)	accu 0.875 (0.756)	
Train Epoch-0   Iter-325/706	loss 0.6161 (0.4550)	accu 0.750 (0.763)	
Train Epoch-0   Iter-350/706	loss 0.5538 (0.4510)	accu 0.750 (0.767)	
Train Epoch-0   Iter-375/706	loss 0.1447 (0.4432)	accu 0.875 (0.774)	
Train Epoch-0   Iter-400/706	loss 0.2772 (0.4344)	accu 0.875 (0.782)	
Train Epoch-0   Iter-425/706	loss 0.0347 (0.4293)	accu 1.000 (0.787)	
Train Epoch-0   Iter-450/706	loss 0.1223 (0.4147)	accu 1.000 (0.796)	
Train Epoch-0   Iter-475/706	loss 1.0767 (0.4082)	accu 0.625 (0.802)	
Train Epoch-0   Iter-500/706	loss 0.0515 (0.3987)	accu 1.000 (0.808)	
Train Epoch-0   Iter-525/706	loss 0.3050 (0.3928)	accu 0.875 (0.813)	
Train Epoch-0   Iter-550/706	loss 0.2873 (0.3850)	accu 0.875 (0.819)	
Train Epoch-0   Iter-575/706	loss 0.1042 (0.3795)	accu 1.000 (0.823)	
Train Epoch-0   Iter-600/706	loss 0.2813 (0.3731)	accu 0.875 (0.828)	
Train Epoch-0   Iter-625/706	loss 0.0541 (0.3660)	accu 1.000 (0.833)	
Train Epoch-0   Iter-650/706	loss 1.0839 (0.3622)	accu 0.625 (0.836)	
Train Epoch-0   Iter-675/706	loss 0.2548 (0.3573)	accu 0.875 (0.839)	
Train Epoch-0   Iter-700/706	loss 0.4821 (0.3572)	accu 0.625 (0.841)	
Eval Epoch-0   Iter-0  /52 	loss 0.9304 (0.9304)	accu 0.625 (0.625)	
Eval Epoch-0   Iter-25 /52 	loss 0.0692 (0.3456)	accu 1.000 (0.812)	
Eval Epoch-0   Iter-50 /52 	loss 1.7013 (0.5375)	accu 0.375 (0.767)	
Epoch-0   Train: loss 0.3561	accu 0.8415	Eval: loss 0.5560	accu 0.7620
Train Epoch-1   Iter-0  /706	loss 0.0758 (0.0758)	accu 1.000 (1.000)	
Train Epoch-1   Iter-25 /706	loss 0.0270 (0.1621)	accu 1.000 (0.942)	
Train Epoch-1   Iter-50 /706	loss 0.1402 (0.1754)	accu 1.000 (0.949)	
Train Epoch-1   Iter-75 /706	loss 0.1906 (0.2146)	accu 0.875 (0.933)	
Train Epoch-1   Iter-100/706	loss 0.6402 (0.2018)	accu 0.875 (0.938)	
Train Epoch-1   Iter-125/706	loss 0.1871 (0.2253)	accu 0.875 (0.931)	
Train Epoch-1   Iter-150/706	loss 0.0499 (0.2213)	accu 1.000 (0.931)	
Train Epoch-1   Iter-175/706	loss 0.0712 (0.2247)	accu 1.000 (0.927)	
Train Epoch-1   Iter-200/706	loss 0.0843 (0.2286)	accu 1.000 (0.925)	
Train Epoch-1   Iter-225/706	loss 0.1205 (0.2297)	accu 1.000 (0.925)	
Train Epoch-1   Iter-250/706	loss 0.3431 (0.2301)	accu 0.750 (0.926)	
Train Epoch-1   Iter-275/706	loss 0.2506 (0.2233)	accu 0.875 (0.929)	
Train Epoch-1   Iter-300/706	loss 0.5766 (0.2230)	accu 0.750 (0.927)	
